zipcode,centile,superzip,rank,city,state,adultpop,households,college,income
2228,98.05838,1,336,Woodmere,NY,8721,3646,58.62%,147.0958
2323,98.05596,1,,Penland,NC,31,18,67.74%,131.2477
2375,98.05009,1,337,Atlanta,GA,21395,8011,66.27%,133.353
2468,98.04374,1,338,Glenwood,MD,1724,778,59.16%,145.5202
2866,98.03915,1,339,Atlanta,GA,15018,2418,65.79%,134.0774
2805,98.03359,1,340,Austin,TX,5183,2405,64.79%,135.7498
2241,98.02567,1,341,Brentwood,TN,23732,10265,62.62%,139.4582
2740,98.01315,1,342,Coppell,TX,21851,9844,62.54%,139.5471
2376,98.00198,1,343,Ann Arbor,MI,18816,5635,75.91%,116.4352
2523,97.99634,1,344,San Francisco,CA,1803,317,67.39%,131.0163
2432,97.98804,1,345,Menlo Park,CA,28450,9416,60.92%,142.0642
2380,97.98021,1,,Placerville,CO,67,20,83.58%,103.0101
2852,97.97816,1,346,Los Gatos,CA,7361,2772,55.51%,151.2893
2624,97.97018,1,347,Cambridge,MA,21761,5631,79.24%,110.334
2664,97.96409,1,,Mountain Home,TN,401,7,27.50%,199.1972
2047,97.95724,1,348,Plano,TX,24539,11129,64.56%,135.0424
2262,97.95039,1,,Annapolis,MD,416,195,65.38%,133.5975
2095,97.94895,1,349,Jersey City,NJ,4839,1434,76.50%,114.415
2760,97.94725,1,350,Dayton,MD,1344,613,60.94%,141.1149
2281,97.94303,1,351,Kingwood,TX,14007,6549,61.48%,139.9917
2311,97.93918,1,,Macatawa,MI,48,7,85.42%,98.7068
2104,97.93916,1,,Emory,VA,19,10,100%,73.5525
2665,97.93479,1,352,Seattle,WA,15890,4429,67.74%,129.0719
2727,97.92512,1,353,Trabuco Canyon,CA,19389,8642,52.46%,155.3481
2716,97.90517,1,354,Chicago,IL,53232,9978,72.78%,120.1501
2546,97.88741,1,355,Arlington,VA,11560,4062,63.72%,135.738
2016,97.8794,1,356,Garden City,NY,17597,7189,57.41%,146.4381
2151,97.87393,1,357,Haworth,NJ,2259,968,57.02%,147.105
2331,97.86952,1,358,Saint Louis,MO,13858,5438,63.72%,135.2908
2239,97.86234,1,359,Grosse Pointe,MI,12315,4903,62.98%,136.4232
2710,97.85892,1,,Millwood,VA,60,18,56.67%,147.2985
2442,97.85648,1,360,San Antonio,TX,8859,3775,62.95%,136.4363
2112,97.85403,1,,Ester,AK,118,36,46.61%,164.585
2720,97.8499,1,361,Eden Prairie,MN,14864,6534,61.01%,139.7171
2460,97.8401,1,362,Andover,MA,20897,8594,62.51%,137.0626
2660,97.83234,1,363,Raleigh,NC,7402,3303,59.52%,142.0812
2218,97.82609,1,364,Duluth,GA,15326,6674,61.63%,138.3519
2940,97.81458,1,365.5,Albuquerque,NM,8724,3790,64.58%,133.2366
2723,97.81458,1,365.5,Los Gatos,CA,17878,6461,56.76%,146.7088
2464,97.80305,1,367,Calabasas,CA,15407,6524,56.54%,146.8945
2895,97.79689,1,368,Newtonville,MA,7052,2354,65.60%,131.1967
2318,97.79362,1,369,Auburndale,MA,4819,1650,63.62%,134.586
2785,97.78877,1,370,Cincinnati,OH,12863,3834,69.23%,124.9242
2239,97.78305,1,371,Pelham,NY,8002,3246,58.35%,143.5222
2200,97.77891,1,372,Allen,TX,7092,3312,63.41%,134.6396
2560,97.77615,1,373,Phoenix,AZ,2945,1265,60.17%,139.7929
2952,97.77534,1,,Bryce Canyon,UT,44,20,90.91%,86.6285
2476,97.77225,1,374,Wayzata,MN,11143,4440,55.69%,147.2737
2606,97.76474,1,375,Nashville,TN,16308,5529,64.90%,131.2909
2141,97.75809,1,376,Fort Lauderdale,FL,7871,3585,61.45%,137.23
2604,97.75486,1,377,Brookeville,MD,3914,1756,57.64%,143.7039
2492,97.75311,1,378,Essex,CT,2471,813,61.03%,137.838
2482,97.75171,1,379,Newport Beach,CA,2637,771,59.80%,139.8988
2759,97.74733,1,380,Lake Oswego,OR,13295,5488,64.15%,132.316
2724,97.73996,1,381,Arlington,VA,13567,3093,71.70%,119.1511
2515,97.72675,1,382,Alpharetta,GA,34537,14672,61.00%,137.5451
2976,97.71509,1,383,Minneapolis,MN,7945,3338,60.43%,138.3297
2144,97.70628,1,384,Naperville,IL,24129,10946,60.83%,137.621
2279,97.68859,1,385,New York,NY,40319,7504,70.12%,121.4303
2387,97.67737,1,386,Stinson Beach,CA,593,186,60.03%,138.7324
2332,97.66973,1,387,San Francisco,CA,27211,4133,66.70%,127.2256
2861,97.66196,1,388,Fulton,MD,1108,479,49.64%,156.6165
2279,97.65959,1,389,Pennington,NJ,7593,3322,62.95%,133.659
2130,97.65616,1,390,Millburn,NJ,4817,1923,64.87%,130.3023
2864,97.6468,1,391,La Jolla,CA,29295,9500,67.75%,125.3165
2309,97.63093,1,392,Northbrook,IL,28509,11710,59.99%,138.6317
2364,97.61799,1,393,Livingston,NJ,18675,7932,57.83%,142.025
2805,97.61029,1,394,Duxbury,MA,9365,3964,59.62%,138.926
2218,97.60764,1,,Canton Center,CT,246,113,60.57%,137.0992
2080,97.60732,1,395,Palisades,NY,964,357,58.20%,141.0207
2693,97.60101,1,396,Marietta,GA,22009,9313,62.19%,134.0852
2510,97.59261,1,397,Berkeley Heights,NJ,8623,3442,52.04%,151.3298
2703,97.58823,1,398,Montville,NJ,7358,2970,52.58%,150.3387
2061,97.58383,1,399,Long Valley,NJ,8587,3736,55.97%,144.4741
2992,97.5804,1,400,Stow,MA,3962,1682,61.86%,134.0682
2004,97.57816,1,401,Little Silver,NJ,4199,1820,60.47%,136.0336
2353,97.57635,1,402,Wilson,WY,2408,767,60.80%,135.3536
2833,97.57435,1,403,Cos Cob,CT,4848,1943,58.52%,139.2228
2367,97.56754,1,404,Arlington,VA,19951,4499,74.01%,112.3294
2120,97.55869,1,405,Houston,TX,12319,3274,59.03%,138.1349
2856,97.55418,1,406,Wichita,KS,4094,1887,63.78%,129.9349
2421,97.55017,1,407,West Hartford,CT,10511,3841,64.07%,129.3125
2636,97.54076,1,408,San Mateo,CA,23774,8654,59.34%,137.4405
2191,97.53412,1,,Gwynedd,PA,440,89,61.59%,133.3111
2916,97.5323,1,409,Chadds Ford,PA,6172,2680,60.26%,135.5249
2239,97.52722,1,410,Vero Beach,FL,12326,4945,55.30%,144.0308
2230,97.52275,1,411,Austin,TX,3992,1834,62.95%,130.6515
2186,97.51649,1,412,Redwood City,CA,18817,6867,51.09%,151.0278
2738,97.51104,1,413,Dallas,TX,1029,223,80.37%,100.4668
2388,97.51073,1,,O Neals,CA,119,59,52.94%,147.7052
2793,97.51044,1,414,Bradfordwoods,PA,933,396,60.88%,133.9087
2714,97.50373,1,415,Ellicott City,MD,23473,10212,61.33%,133.1006
2072,97.49158,1,416,Pittsford,NY,20845,8753,63.08%,130.0068
2892,97.48298,1,417,South Orange,NJ,10420,3822,57.11%,140.2427
2176,97.47905,1,418,Englewood Cliffs,NJ,3921,1547,52.49%,148.0033
2720,97.47399,1,419,Austin,TX,14531,4572,74.15%,110.6308
2831,97.46423,1,420,Fairfield,CT,20993,8373,56.76%,140.5971
2294,97.45168,1,421,Evanston,IL,24775,8320,65.66%,125.2367
2687,97.44172,1,422,Sharon,MA,11464,4953,63.08%,129.6119
2726,97.43773,1,423,Harrington Park,NJ,3114,1352,58.45%,137.5896
2375,97.4352,1,424,Flossmoor,IL,6126,2643,59.66%,135.3065
2979,97.42838,1,425,Libertyville,IL,18735,7705,56.75%,140.2689
2190,97.41496,1,426,Rancho Palos Verdes,CA,30129,12305,57.93%,138.2146
2682,97.40522,1,427,Phoenix,MD,5327,2346,57.11%,139.5811
2266,97.39855,1,428,Walnut Creek,CA,18977,7385,60.30%,133.8564
2849,97.38705,1,429,Fairfax,VA,22947,8351,64.69%,126.2762
2584,97.37538,1,430,San Diego,CA,19558,8229,62.67%,129.7296
2834,97.36963,1,431,Sullivans Island,SC,1377,485,64.71%,126.1246
2117,97.36353,1,432,Miami,FL,20871,8502,55.88%,141.1659
2376,97.3546,1,433,Alexandria,VA,11645,3469,67.52%,121.0445
3000,97.35107,1,434,Cambridge,MA,1183,369,89.26%,83.55172
2184,97.34798,1,435,Hockessin,DE,10064,4306,57.96%,137.3202
2223,97.34491,1,436,Millstone Township,NJ,1164,520,48.11%,154.187
2905,97.34417,1,437,North Granby,CT,1526,682,61.21%,131.5511
2949,97.33917,1,438,Syosset,NY,16699,7002,56.07%,140.2885
2188,97.32643,1,439,Burlingame,CA,29708,10504,53.95%,143.9471
2806,97.3179,1,440,Allenhurst,NJ,1341,500,57.12%,138.2839
2721,97.31721,1,441,Ashton,MD,1169,474,54.83%,142.2237
2953,97.30841,1,442,Fremont,CA,30918,12795,56.42%,139.449
2122,97.29379,1,443,Charlotte,NC,22376,9468,60.56%,132.2938
2748,97.28361,1,444,Marblehead,MA,14724,5692,61.50%,130.6188
2420,97.27743,1,445,New Providence,NJ,7770,3173,57.08%,138.0106
2050,97.2748,1,446,Pleasant Ridge,MI,1809,690,65.78%,123.002
2525,97.26697,1,447,Naperville,IL,26743,11316,60.67%,131.7917
2819,97.25537,1,448,San Francisco,CA,15511,5030,54.23%,142.8828
2248,97.24844,1,449,Simsbury,CT,9724,4081,61.46%,130.271
2327,97.24577,1,,Valley Spring,TX,21,11,76.19%,104.6956
2689,97.24281,1,450,Morganville,NJ,10758,4737,54.98%,141.0456
2094,97.23901,1,451,Boston,MA,3080,634,65.94%,122.1246
2550,97.23677,1,452,Cohasset,MA,5055,2060,60.73%,130.9391
2372,97.23095,1,453,Scottsdale,AZ,16157,6855,52.94%,144.3329
2676,97.22434,1,454,Alexandria,VA,7903,2477,61.98%,128.6443
2855,97.22017,1,455,Colts Neck,NJ,7285,3225,47.59%,153.3279
2297,97.21635,1,456,Bala Cynwyd,PA,6696,2642,62.02%,128.3841
2975,97.21183,1,457,Sausalito,CA,9729,2583,62.49%,127.559
2353,97.20526,1,458,Pittsburgh,PA,14181,6015,64.51%,124.0664
2869,97.19934,1,459,Alexandria,VA,7430,2547,60.44%,130.9431
2452,97.19382,1,460,White Plains,NY,12666,4738,55.50%,139.4307
2608,97.1881,1,461,Glen Head,NY,8170,3376,52.99%,143.7641
2354,97.18571,1,462,New Vernon,NJ,524,236,64.69%,123.4087
2630,97.18428,1,463,West Nyack,NY,4684,1825,50.21%,148.2125
2684,97.17994,1,464,Saint Charles,IL,11157,5135,53.82%,141.906
2838,97.17191,1,465,Issaquah,WA,18071,7894,59.81%,131.5851
2764,97.16694,1,,Polebridge,MT,52,11,59.62%,131.8545
2093,97.16557,1,466,Chester Springs,PA,4987,2086,57.53%,135.4124
2503,97.1628,1,467,Annandale,NJ,5070,1976,51.28%,146.1583
2930,97.15959,1,468,Corte Madera,CA,6638,2489,63.42%,125.204
2013,97.14864,1,469,Sugar Land,TX,33273,14771,59.61%,131.5642
2164,97.13676,1,470,Birmingham,AL,9977,3961,66.56%,119.546
2318,97.13274,1,471,Hollis,NH,4680,2013,56.32%,136.9541
2890,97.13049,1,472,Chicago,IL,3487,674,72.41%,109.2199
2078,97.12939,1,473,Rocky Hill,NJ,523,199,59.66%,131.1706
2255,97.12659,1,474,Westwood,MA,9707,3880,57.41%,134.9992
2494,97.12028,1,475,Westford,MA,13275,5824,56.81%,136.0283
2383,97.11333,1,476,East Setauket,NY,12032,4752,54.12%,140.6245
2516,97.10166,1,477,Chesterfield,MO,30455,12016,58.92%,132.1918
2505,97.091,1,478,Hopkinton,MA,8401,3670,57.70%,134.0944
2196,97.08523,1,479,Tustin,CA,12637,4674,59.21%,131.3746
2400,97.07925,1,480,Minneapolis,MN,9127,3600,59.02%,131.3837
2944,97.07526,1,481,Windermere,FL,5427,2384,54.43%,139.2332
2081,97.07362,1,482,Wayne,IL,543,232,54.14%,139.6948
2503,97.06864,1,483,Belmont,MA,17570,6512,63.11%,124.1762
2693,97.06131,1,484,Castro Valley,CA,9139,3790,51.24%,144.5486
2842,97.04908,1,485,Gaithersburg,MD,35445,14659,63.15%,124.0193
2788,97.034,1,486,Fairfax,VA,19418,8153,60.25%,128.9568
2867,97.02859,1,,Boston,MA,334,85,69.16%,113.5703
2720,97.02518,1,487,Plainsboro,NJ,12121,4423,70.48%,111.2885
2461,97.02122,1,488,Norwich,VT,2297,942,75.05%,103.4063
2720,97.01861,1,489,Longboat Key,FL,7215,2829,53.06%,141.1986
2246,97.01553,1,490,Boerne,TX,4001,1832,57.86%,132.8835
2326,97.00956,1,491,Greenwich,CT,17740,6212,54.83%,137.91
2567,96.99904,1,492,Milwaukee,WI,20604,8222,65.00%,120.2247
2638,96.99272,1,493,Titusville,NJ,2443,1022,56.20%,135.2202
2543,96.98897,1,494,Marlboro,NJ,11231,4807,51.02%,144.0308
2335,96.98248,1,495,Okemos,MI,12412,5135,66.85%,116.6968
2603,96.97418,1,496,Sterling,VA,17795,7438,55.95%,135.3837
2036,96.963,1,497,Los Angeles,CA,22942,5840,66.22%,117.6317
2370,96.95049,1,498,Spring,TX,22631,10177,56.70%,133.8878
2911,96.94259,1,499,Bedminster,NJ,6151,1956,60.93%,126.4763
2164,96.94083,1,,Gibson Island,MD,260,117,68.85%,112.8237
2552,96.93944,1,500,Montvale,NJ,4818,2064,55.33%,136.0519
2098,96.93496,1,501,San Jose,CA,11522,4478,50.43%,144.3891
2202,96.92583,1,502,Dublin,OH,21741,9340,62.21%,124.0559
2346,96.91705,1,503,Madison,NJ,10190,3822,56.81%,133.2627
2719,96.91093,1,504,Madison,CT,12173,5118,57.25%,132.456
2879,96.90658,1,505,Sea Cliff,NY,3692,1374,57.69%,131.6113
2446,96.90308,1,506,Bedford,MA,9078,3456,57.31%,132.1735
2856,96.89848,1,507,Lake Bluff,IL,7575,2743,57.35%,131.9499
2381,96.89092,1,508,Laguna Beach,CA,20034,6236,56.48%,133.1045
2260,96.88448,1,509,North Salem,NY,3442,1338,49.27%,145.5071
2781,96.87509,1,510,Roswell,GA,30732,12795,57.52%,131.1523
2364,96.86662,1,,Eldorado Springs,CO,126,27,82.54%,88.02894
2680,96.86391,1,511,Ramsey,NJ,9746,3968,54.57%,136.2258
2085,96.85913,1,512,Raleigh,NC,7709,2548,63.73%,120.1684
2224,96.85589,1,513,Fort Washington,PA,4077,1539,56.29%,132.9489
2403,96.85291,1,514,Austin,TX,6776,2572,64.29%,119.1381
2465,96.84825,1,515,Chicago,IL,10198,2246,58.32%,129.3883
2335,96.84373,1,516,Florham Park,NJ,6185,2464,56.09%,133.1947
2974,96.83926,1,517,Falls Church,VA,10180,3660,60.02%,126.3861
2126,96.83637,1,,Milwaukee,WI,297,58,60.27%,125.9454
2490,96.83543,1,518,Evanston,IL,3127,1272,62.20%,122.6137
2135,96.8326,1,519,Lafayette Hill,PA,7200,2774,57.01%,131.5406
2793,96.82913,1,520,New Albany,OH,5429,2399,54.36%,135.9603
2314,96.8226,1,521,Ashburn,VA,18360,7837,60.58%,125.2249
2250,96.81304,1,522,Bronxville,NY,16504,5763,55.05%,134.743
2863,96.80787,1,523,Los Angeles,CA,2355,744,46.37%,149.6927
2836,96.80547,1,524,Charleston,SC,6342,1858,64.59%,118.2933
2978,96.79905,1,525,Denver,CO,17038,4368,65.19%,117.1008
2422,96.78941,1,526,Scottsdale,AZ,18094,7751,54.80%,134.8842
2214,96.78371,1,527,Shawnee,KS,2693,1182,58.60%,128.2926
2758,96.78236,1,528,Weatogue,CT,2210,899,63.67%,119.478
2437,96.77599,1,529,Birmingham,AL,20971,8811,60.07%,125.6172
2935,96.76493,1,530,Redmond,WA,19384,8837,57.76%,129.5557
2772,96.75137,1,531,San Ramon,CA,30047,11965,52.45%,138.6174
3000,96.7431,1,,Sharps,VA,26,10,76.92%,96.4355
2972,96.74303,1,,Cooksville,MD,222,104,52.25%,138.9377
2211,96.73946,1,532,Blue Bell,PA,12800,5078,55.52%,133.2954
2519,96.73563,1,533,La Honda,CA,1159,346,54.36%,135.1221
2452,96.73227,1,534,San Antonio,TX,11089,4967,57.99%,128.7071
2215,96.72677,1,535,Newton,MA,8907,2822,65.16%,116.2378
2918,96.72094,1,536,Morris Plains,NJ,12383,4780,53.87%,135.6151
2864,96.7095,1,537,Troy,MI,29287,12760,52.89%,137.298
2411,96.69373,1,538,Burke,VA,28188,11845,57.96%,128.4717
2858,96.68414,1,539,Berkeley,CA,6694,1424,79.37%,91.532
2892,96.6796,1,540,Hartsdale,NY,9864,3558,58.67%,127.087
2390,96.67471,1,541,Neshanic Station,NJ,7936,3392,50.03%,141.957
2628,96.67178,1,542,West Newbury,MA,2787,1192,57.23%,129.5178
2390,96.66727,1,543,Hingham,MA,13581,5493,57.52%,128.9267
2128,96.66335,1,544,New Castle,NH,749,297,61.55%,121.986
2116,96.66193,1,545,Chantilly,VA,4402,1873,61.61%,121.7284
2750,96.657,1,546,Kensington,MD,13597,4921,59.98%,124.5214
2800,96.64935,1,547,Thiensville,WI,14280,6075,57.46%,128.8418
2105,96.64422,1,548,Centerport,NY,4381,1794,57.41%,128.847
2537,96.64218,1,549,Glencoe,MO,3086,1449,55.35%,132.2716
2327,96.64038,1,550,Indian Wells,CA,3453,1303,40.17%,158.3857
2594,96.63914,1,551,West Friendship,MD,1078,474,52.88%,136.4572
2775,96.63155,1,552,Chapel Hill,NC,26555,9713,72.37%,102.8506
2801,96.61433,1,553,Sunnyvale,CA,36177,13577,58.07%,127.4649
2807,96.6017,1,554,San Jose,CA,9852,3956,49.53%,142.1335
2884,96.59316,1,555,West Bloomfield,MI,21228,8347,54.64%,133.0914
2281,96.58462,1,556,Alameda,CA,9895,3904,57.25%,128.5881
2652,96.57874,1,557,East Amherst,NY,11518,5101,59.77%,124.1697
2784,96.57249,1,558,Tempe,AZ,11225,4933,58.92%,125.5976
2508,96.56586,1,559,Yorba Linda,CA,12932,5666,48.84%,142.8527
2088,96.55585,1,560,Lake Zurich,IL,23547,10382,50.35%,140.0505
2293,96.54926,1,561,Allenwood,NJ,518,220,40.15%,157.5292
2923,96.5491,1,,Port Gamble,WA,39,15,35.90%,164.7733
2822,96.54851,1,562,Brightwaters,NY,2091,839,53.56%,134.0551
2115,96.53925,1,563,Morristown,NJ,31613,10585,53.62%,133.9113
2234,96.53058,1,,Claunch,NM,13,3,100%,53.9385
2048,96.53058,1,,North Hampton,OH,7,3,100%,53.9385
2287,96.52943,1,564,Topsfield,MA,4135,1718,51.97%,136.6115
2795,96.52747,1,565,San Francisco,CA,3018,682,57.29%,127.3446
2797,96.52302,1,566,Granite Bay,CA,13214,6018,51.00%,138.1506
2835,96.51611,1,567,Silver Spring,MD,11950,5046,55.70%,130.0134
2461,96.50886,1,568,Bowie,MD,14451,5915,52.18%,135.9629
2578,96.50123,1,569,West Hartford,CT,13362,5229,63.07%,117.1204
2008,96.49753,1,,Buffalo Creek,CO,86,37,52.33%,135.5746
2246,96.49614,1,570,Lawrence,NY,5023,2098,52.52%,135.2176
2331,96.48884,1,571,Atlanta,GA,21544,7268,61.50%,119.6297
2455,96.48194,1,572,Pine Brook,NJ,3610,1504,55.57%,129.7767
2232,96.47517,1,573,Cherry Hill,NJ,21056,8708,57.40%,126.5848
2184,96.4653,1,574,Tulsa,OK,14911,6409,58.31%,125.0026
2956,96.4594,1,575,Whitehouse Station,NJ,6625,2782,50.38%,138.5271
2069,96.45423,1,576,San Anselmo,CA,12170,4386,61.45%,119.41
2649,96.44408,1,577,Dallas,TX,24779,9266,58.58%,124.3175
2490,96.43095,1,578,Oak Park,IL,23050,7876,63.82%,115.261
2928,96.42259,1,579,Madison,WI,7394,2770,63.62%,115.601
2836,96.4174,1,580,Wexford,PA,11581,4923,58.27%,124.7503
2141,96.40869,1,581,Port Washington,NY,20162,7799,53.20%,133.4589
2874,96.39809,1,582,Portland,OR,18469,5125,63.56%,115.5696
2200,96.38923,1,583,Westlake Village,CA,13808,5565,51.94%,135.4464
2019,96.38452,1,584,Olympia Fields,IL,3347,1352,55.24%,129.7531
2314,96.38142,1,585,Scottsdale,AZ,7930,3420,52.03%,135.1771
2322,96.37262,1,586,Bellevue,WA,24162,10199,60.73%,120.1789
2221,96.3621,1,587,Boulder,CO,14128,3973,72.22%,100.3361
2869,96.35387,1,588,Marina del Rey,CA,15824,3702,60.26%,120.9452
2951,96.34895,1,589,Newton Upper Falls,MA,2152,646,64.50%,113.399
2774,96.34199,1,590,San Francisco,CA,23221,5630,61.50%,118.5692
2430,96.33112,1,591,Philadelphia,PA,16370,2866,67.98%,107.1068
2967,96.32356,1,592,Derwood,MD,11149,4526,55.71%,128.1971
2533,96.32011,1,593,Rio Verde,AZ,1481,678,56.38%,126.9274
2145,96.31336,1,594,Carmel,IN,23022,9776,60.00%,120.6849
2139,96.30259,1,595,Dallas,TX,16268,5407,60.87%,119.1106
2173,96.29212,1,596,Ann Arbor,MI,21847,8167,74.50%,95.58949
2589,96.28518,1,597,Old Bethpage,NY,3468,1448,52.16%,134.0551
2653,96.27834,1,598,New City,NY,21416,8625,52.99%,132.5606
2094,96.27236,1,,Waverly,PA,414,177,64.49%,112.7047
2418,96.27069,1,599,Oradell,NJ,5617,2333,51.81%,134.4762
2452,96.26779,1,600,Norfolk,VA,4987,1282,66.41%,109.2264
2838,96.26634,1,,West Tisbury,MA,307,125,64.17%,113.0133
2408,96.26514,1,601,Saint Paul,MN,4047,1790,52.24%,133.5504
2389,96.26401,1,,Point Clear,AL,82,35,81.71%,82.74624
2590,96.26208,1,602,Amherst,NH,6906,3054,55.52%,127.6191
2230,96.25998,1,603,Mendon,NY,799,369,56.95%,125.1491
2976,96.2597,1,,Barnesville,MD,138,64,53.62%,130.76
2238,96.25349,1,604,Irvine,CA,22520,7973,67.58%,106.5629
2173,96.24072,1,605,Cary,NC,23989,9740,63.17%,114.1326
2202,96.22941,1,606,San Mateo,CA,17213,6300,52.69%,132.0558
2466,96.219,1,607,San Carlos,CA,20743,7808,49.67%,137.2091
2817,96.21152,1,608,Needham Heights,MA,6552,2470,56.70%,124.9582
2534,96.20741,1,609,Portland,OR,8384,3114,60.66%,118.0933
2285,96.20052,1,610,Irvine,CA,16702,6918,57.12%,124.1566
2535,96.19093,1,611,Atlanta,GA,18255,5391,61.37%,116.6889
2561,96.18341,1,612,Solana Beach,CA,9127,3132,57.93%,122.5901
2601,96.17684,1,613,Great Neck,NY,14808,5208,56.95%,124.2665
2713,96.17059,1,614,West Newton,MA,8004,2968,58.22%,122.054
2773,96.16366,1,615,Boulder,CO,17250,5677,67.64%,105.7338
2915,96.15876,1,616,West Granby,CT,537,210,55.12%,127.2661
2281,96.15652,1,617,Overland Park,KS,7644,3530,61.34%,116.4771
2394,96.15438,1,,Woodberry Forest,VA,153,55,90.20%,66.66406
2780,96.14243,1,618,Littleton,CO,43386,18933,58.86%,120.6287
2000,96.13024,1,619,Atlanta,GA,1045,191,77.32%,88.80827
2800,96.12569,1,620,Northport,NY,15495,6084,50.84%,134.3847
2642,96.1179,1,621,Los Alamos,NM,12831,5399,60.47%,117.7258
2785,96.11304,1,622,Austin,TX,4939,2216,59.08%,120.0638
2276,96.10594,1,623,Springfield,VA,20907,9048,56.03%,125.2681
2922,96.10014,1,,Manchester,VT,187,66,66.84%,106.6112
2448,96.09554,1,624,Evergreen,CO,16638,6984,58.73%,120.5725
2766,96.08498,1,625,Grosse Pointe,MI,21825,9154,55.61%,125.8983
2277,96.07615,1,626,Franklin,TN,10342,4683,58.40%,120.9635
2921,96.07217,1,627,Lincroft,NJ,4105,1724,48.67%,137.5883
2535,96.07085,1,628,Sun Valley,ID,741,214,55.06%,126.5613
2064,96.06631,1,629,Germantown,TN,15776,6881,56.50%,123.9474
2652,96.05976,1,630,Portland,OR,8139,1780,65.07%,109.046
2289,96.05589,1,631,Somers,NY,5904,2228,52.52%,130.5351
2531,96.05235,1,632,Leawood,KS,7068,2903,61.39%,115.176
2925,96.04613,1,633,Olney,MD,15593,6786,54.61%,126.7496
2609,96.04049,1,634,Mountainside,NJ,4931,1935,47.90%,138.3088
2762,96.03779,1,635,Lenexa,KS,4923,2112,64.13%,110.2438
2802,96.03095,1,636,Santa Monica,CA,19997,4716,62.44%,113.0394
2177,96.02393,1,637,Lebanon,NJ,5580,2376,46.61%,140.2545
2304,96.01968,1,638,Newtown,CT,9872,3930,50.63%,133.217
2435,96.01379,1,639,Haddonfield,NJ,11607,4593,56.92%,122.3639
2325,96.00909,1,640,Colorado Springs,CO,5530,2554,59.37%,118.0462
2722,96.00488,1,641,Troy,MI,9807,3526,60.51%,116.0547
2792,96.00155,1,642,Irving,TX,2316,508,72.93%,94.56694
2734,95.99958,1,643,Omaha,NE,4828,2254,55.22%,125.0432
2331,95.99583,1,644,Cincinnati,OH,8839,3772,56.79%,122.275
2971,95.99261,1,645,Sea Girt,NJ,2888,1073,55.06%,125.1491
2979,95.98627,1,646,Reston,VA,20237,7726,57.82%,120.3267
2644,95.97274,1,647,Huntington,NY,29016,11280,51.59%,131.032
2151,95.95751,1,648,Rockville,MD,26486,8768,63.12%,111.1068
2185,95.94943,1,649,Austin,TX,2902,377,46.21%,140.2283
2950,95.9455,1,650,Excelsior,MN,11452,4914,53.88%,126.9941
2631,95.94176,1,651,Gillette,NJ,2200,901,49.27%,134.7639
2199,95.93649,1,652,Providence,RI,17008,5193,66.02%,105.8934
2282,95.93179,1,,Washington,DC,55,22,76.36%,87.99102
2528,95.9287,1,653,Birmingham,AL,11262,4415,62.41%,112.0286
2765,95.92088,1,654,Charlotte,NC,17175,7360,58.71%,118.3731
2659,95.91341,1,655,Stony Brook,NY,10042,3999,55.96%,123.0779
2328,95.90638,1,656,Vienna,VA,15571,6033,57.22%,120.8092
2586,95.89942,1,657,Clayton,CA,9803,4115,47.61%,137.3464
2919,95.89657,1,658,Remsenburg,NY,596,237,53.36%,127.4047
2746,95.89073,1,659,Houston,TX,20659,9009,60.34%,115.3146
2099,95.88411,1,660,Isle of Palms,SC,3484,1385,59.76%,116.2116
2948,95.88065,1,661,Croton on Hudson,NY,9096,3264,50.91%,131.351
2180,95.87317,1,662,Louisville,CO,18152,7340,62.87%,110.7197
2127,95.85747,1,663,Wheaton,IL,39061,15764,57.77%,119.4911
2839,95.84377,1,664,Houston,TX,10856,4257,54.36%,125.3322
2150,95.83978,1,665,Manchester,MA,3704,1459,55.99%,122.4031
2782,95.83818,1,666,Kingston,RI,2056,832,68.00%,101.6332
2712,95.83371,1,667,Englewood,CO,14239,5734,56.87%,120.7804
2991,95.8242,1,668,Midlothian,VA,20403,8953,56.45%,121.4983
2006,95.81342,1,669,Rockville Centre,NY,18929,7229,49.39%,133.6158
2331,95.80396,1,670,Powell,OH,15565,6810,57.00%,120.3594
2665,95.79585,1,671,Anchorage,AK,13933,6112,50.22%,132.0284
2949,95.78987,1,672,Gaithersburg,MD,7869,3427,50.45%,131.5851
2110,95.78519,1,673,Oak Park,CA,9146,4020,51.30%,130.0879
2289,95.7748,1,674,Austin,TX,28716,9644,64.13%,107.9424
